조사월,기온_C,야간기온_C,DIF,EC_dS_m,일사량_Wm2,slr_wma,관수량,경과일,GDD정규화,GDD정규화_sq,적산온도,누적일사량,CU_norm,연간CU,NDVI,ET0_mm,종형_T,종형_EC,줄기굵기_실측,엽장_실측,런너번호,꽃수,관부직경_mm,과실수대리,과당무게대리_g,수확량_kg_10a,당도_Brix,특품율
11,8.7,-2.1,10.8,1.0,225.4,235.2,1.3,55.0,0.4616,0.2131,24.2,1248.4,0.5359,729.0,0.6257,0.5,150.4,0.0094,5.06,9.3,1.0,15.248699095795779,8.71,12.47,15.8,795.0,6.41,0.405
2,5.5,-6.2,11.8,0.75,276.3,266.3,3.2,59.0,0.4957,0.2457,16.4,1643.8,0.5948,776.0,0.6039,0.5,239.59,0.1257,3.87,15.7,3.0,15.691123928475182,6.66,11.64,18.0,795.0,8.85,0.471
3,6.1,-5.4,11.5,1.34,348.4,340.6,0.5,20.0,0.169,0.0286,6.2,706.5,0.9068,1025.0,0.2624,0.5,221.51,0.0579,5.7,12.0,2.0,15.449649588942231,9.81,12.31,17.4,795.0,5.49,0.241
11,8.7,-4.6,13.3,0.65,282.9,284.8,3.5,19.0,0.1577,0.0249,8.3,535.5,0.6977,858.0,0.3124,0.5,150.8,0.2047,4.54,17.4,3.0,11.487098980694817,7.81,8.57,19.6,795.0,8.1,0.386
11,8.1,-0.2,8.3,0.98,387.7,379.5,0.8,10.0,0.087,0.0076,4.2,404.9,0.4404,652.0,0.2683,0.5,167.61,0.0152,4.1,10.0,3.0,14.493520568313901,7.05,10.62,16.3,795.0,5.09,0.351
4,15.3,6.3,9.0,0.79,531.1,519.2,2.1,50.0,0.8679,0.7532,38.6,2674.3,0.6276,802.0,0.7766,0.5,32.01,0.0937,3.8,14.5,2.0,20.46139375340021,6.54,15.85,19.5,2784.1,11.76,0.563
2,7.0,-3.6,10.5,0.52,414.7,419.3,1.5,41.0,0.3435,0.118,14.4,1709.1,0.7075,866.0,0.4915,0.5,196.68,0.3354,5.5,9.2,3.0,10.526764784373672,9.46,7.86,19.7,795.0,6.67,0.475
11,7.7,-4.1,11.8,1.76,286.2,291.4,2.4,51.0,0.4245,0.1802,19.7,1457.9,0.7428,894.0,0.4168,0.5,176.01,0.4318,4.54,13.5,1.0,14.347115168608301,7.81,11.95,15.7,795.0,10.0,0.449
1,-1.3,-12.6,11.3,0.95,382.2,389.5,0.6,44.0,0.3685,0.1358,-3.0,1690.1,0.6106,788.0,0.513,0.5,499.19,0.0226,5.2,17.0,1.0,12.569481747423614,8.95,10.52,18.7,795.0,7.77,0.524
1,1.5,-9.6,11.0,1.72,194.9,210.7,3.2,12.0,0.0962,0.0093,0.8,225.0,0.6938,855.0,0.2813,0.5,382.12,0.3788,5.0,13.4,2.0,15.249588634544589,8.6,11.99,13.8,795.0,6.64,0.47
11,6.3,-5.0,11.3,1.65,435.6,435.4,3.8,32.0,0.2645,0.0699,10.1,1382.4,0.5148,712.0,0.4114,0.5,214.74,0.297,5.9,9.1,1.0,17.0111096251411,10.15,13.77,17.8,795.0,9.71,0.481
4,16.3,7.9,8.4,0.72,593.5,592.4,1.4,52.0,0.9802,0.9607,42.4,3085.3,0.784,927.0,0.7748,0.5,21.97,0.1423,6.0,9.1,1.0,18.197681571534318,10.32,14.88,20.1,2677.5,9.45,0.49
2,1.2,-7.0,8.2,1.57,315.3,315.2,0.4,56.0,0.47,0.2209,3.5,1778.6,0.4678,674.0,0.5302,0.5,391.02,0.2173,3.94,13.0,1.0,15.275597701128966,6.78,12.43,13.7,795.0,7.02,0.486
12,0.2,-8.1,8.4,0.89,324.6,322.5,0.8,49.0,0.4109,0.1688,0.5,1600.6,1.0,1142.0,0.5455,0.5,432.3,0.0451,4.5,13.8,2.0,17.059662241941307,7.74,13.59,15.6,795.0,8.19,0.489
2,3.6,-6.5,10.1,1.06,230.1,237.2,1.2,63.0,0.5257,0.2763,11.5,1451.3,0.7067,865.0,0.5083,0.5,301.13,0.0017,4.9,6.3,2.0,10.735707346949264,8.43,8.62,15.2,795.0,7.78,0.422
4,18.7,10.0,8.7,0.3,587.9,597.3,1.0,11.0,0.2619,0.0686,10.7,674.3,0.6839,847.0,0.4055,0.5,5.29,0.64,5.2,16.3,1.0,17.383843310368512,8.95,14.19,21.3,1546.9,5.92,0.444
12,1.3,-12.6,13.9,1.34,288.2,272.6,3.3,37.0,0.3073,0.0944,2.4,1062.8,0.6915,853.0,0.4491,0.5,387.3,0.0579,5.43,12.8,2.0,16.23443914853931,9.34,12.73,18.4,795.0,8.66,0.425
1,0.8,-7.3,8.1,1.53,290.5,306.3,2.5,25.0,0.2052,0.0421,1.0,715.6,0.4404,652.0,0.3717,0.5,408.03,0.1885,5.42,9.5,2.0,8.179078672153464,9.33,6.49,13.3,795.0,6.56,0.368
3,4.4,-6.3,10.8,1.36,464.6,462.3,3.3,45.0,0.3741,0.14,10.0,2085.9,1.0,1183.0,0.4,0.5,274.01,0.0702,4.1,9.5,1.0,10.571036125177823,7.05,9.33,18.5,795.0,8.79,0.346
1,-3.4,-16.4,13.1,0.89,253.7,243.6,2.7,61.0,0.5088,0.2589,-10.3,1549.2,0.6891,851.0,0.5022,0.5,593.92,0.0435,5.0,9.9,3.0,9.36211184013057,8.6,6.97,18.3,795.0,9.35,0.493
2,1.3,-11.4,12.7,1.25,467.5,463.7,2.3,63.0,0.5234,0.2739,4.1,2936.4,0.5131,710.0,0.5589,0.5,387.78,0.0236,3.6,13.0,3.0,13.960006651240445,6.19,10.28,20.3,795.0,7.96,0.48
4,14.3,2.8,11.4,0.89,524.9,527.6,3.0,20.0,0.3131,0.0981,14.5,1065.3,0.6319,806.0,0.3651,0.5,45.47,0.0438,5.7,8.6,2.0,16.561670856465515,9.81,12.93,21.1,795.0,7.79,0.39
3,8.2,-1.2,9.5,1.57,384.0,377.0,2.0,17.0,0.138,0.0191,6.8,636.0,0.4676,674.0,0.3928,0.5,163.02,0.2171,6.04,9.0,2.0,9.491984375875273,10.39,7.49,15.7,795.0,5.62,0.437
1,-3.3,-14.4,11.1,0.77,283.5,296.2,0.5,30.0,0.2476,0.0613,-4.9,842.2,0.7071,866.0,0.3881,0.5,591.17,0.1081,5.59,13.0,3.0,5.147285254071509,9.62,3.83,17.5,795.0,8.62,0.362
12,-1.3,-14.3,13.0,0.74,265.3,261.4,3.3,20.0,0.1638,0.0268,-1.3,521.4,0.7481,899.0,0.5116,0.5,498.22,0.1283,5.1,15.2,3.0,17.901125471210896,8.78,13.42,18.8,795.0,5.62,0.315
2,1.9,-11.2,13.1,0.58,313.7,302.9,1.2,31.0,0.2618,0.0685,3.0,985.3,0.8064,945.0,0.4254,0.5,364.52,0.2694,5.78,12.2,4.0,14.683787079241396,9.95,10.46,20.0,795.0,5.33,0.412
3,6.8,-6.3,13.1,1.39,389.0,398.7,1.8,17.0,0.1419,0.0201,5.8,662.2,0.7842,927.0,0.2756,0.5,200.85,0.0855,5.6,10.5,1.0,16.886452471290067,9.64,13.89,19.1,795.0,8.64,0.433
11,8.0,-0.3,8.3,0.39,355.3,359.1,2.9,65.0,0.5381,0.2896,26.0,2294.5,0.3054,544.0,0.571,0.5,167.97,0.4997,5.1,6.8,2.0,16.63347404914107,8.78,12.72,17.3,795.0,10.72,0.526
12,0.1,-10.0,10.1,1.12,292.2,295.8,1.6,30.0,0.2469,0.061,0.1,865.9,0.6373,810.0,0.3734,0.5,438.4,0.0003,4.89,6.5,2.0,18.040182054059464,8.41,14.04,16.0,795.0,8.44,0.438
3,12.8,-0.2,13.0,0.94,426.6,448.6,3.7,54.0,0.7027,0.4938,34.6,2311.1,0.3879,610.0,0.6477,0.5,67.52,0.0264,3.9,8.5,2.0,14.479814953749996,6.71,11.17,20.7,2276.5,9.96,0.4
4,13.2,4.2,9.0,0.75,365.3,362.8,2.9,26.0,0.3501,0.1226,16.9,932.9,0.7278,882.0,0.3888,0.5,60.44,0.1237,5.99,6.3,4.0,14.076625579616598,10.31,9.94,17.1,1735.8,8.44,0.603
3,6.6,-6.2,12.8,1.26,379.6,373.6,2.0,28.0,0.2318,0.0537,9.2,1055.8,0.534,727.0,0.3451,0.5,207.5,0.0262,4.0,8.0,1.0,12.460831244306023,6.88,10.37,19.1,795.0,7.72,0.412
1,-2.9,-12.4,9.6,1.8,237.6,240.1,2.9,44.0,0.3669,0.1346,-6.3,1046.0,0.6736,839.0,0.5288,0.5,569.33,0.4969,5.6,12.6,3.0,15.831468230146905,9.64,11.81,13.0,795.0,7.3,0.453
1,0.6,-9.9,10.5,1.6,191.4,173.4,0.5,52.0,0.4319,0.1865,1.5,992.0,1.0,1100.0,0.467,0.5,416.75,0.2496,4.1,12.7,1.0,22.66428320135219,7.05,18.4,13.5,795.0,8.01,0.47
2,-0.8,-11.2,10.4,1.1,433.3,432.7,1.5,35.0,0.2876,0.0827,-1.4,1495.7,0.6279,802.0,0.2666,0.5,475.38,0.0,6.3,10.5,2.0,12.04242748229247,10.84,9.53,18.3,795.0,7.76,0.358
2,-0.1,-11.5,11.3,1.35,250.2,253.1,1.0,21.0,0.1762,0.031,-0.1,529.0,0.9207,1037.0,0.2881,0.5,446.32,0.0624,3.51,10.0,2.0,16.578964593124375,6.04,13.17,15.7,795.0,6.39,0.422
4,15.5,3.2,12.3,1.15,565.5,571.8,3.1,60.0,1.0,1.0,46.1,3368.7,0.7365,889.0,0.8161,0.5,30.53,0.0025,6.3,12.2,1.0,13.775793995820669,10.84,11.52,21.8,2916.0,11.45,0.432
4,10.3,-1.5,11.8,1.89,459.0,466.6,3.4,35.0,0.3085,0.0952,18.0,1602.4,0.2886,531.0,0.6015,0.5,114.45,0.6207,5.3,10.0,1.0,16.57224688698477,9.12,13.26,17.9,795.0,8.53,0.421
11,9.7,-1.2,10.9,1.08,285.5,285.7,3.4,26.0,0.2202,0.0485,12.8,754.6,0.7275,882.0,0.4624,0.5,127.76,0.0005,5.4,12.1,2.0,7.882792551574294,9.29,6.49,16.6,795.0,7.2,0.455
4,14.9,2.2,12.8,1.05,553.4,561.1,2.7,39.0,0.643,0.4135,29.0,2150.8,0.4965,697.0,0.6243,0.5,36.88,0.0026,3.68,15.0,3.0,10.930989173680477,6.33,8.0,22.2,2735.8,10.8,0.408
11,7.9,-4.0,11.9,1.47,202.5,198.2,0.6,45.0,0.3721,0.1385,17.7,904.2,1.0,1136.0,0.4795,0.5,171.15,0.1389,4.2,10.0,1.0,10.8441076506719,7.23,9.53,15.2,795.0,6.98,0.43
2,3.0,-5.8,8.8,1.37,350.4,362.0,3.0,34.0,0.2842,0.0808,5.1,1195.0,0.7345,888.0,0.2812,0.5,323.43,0.0746,5.7,9.0,2.0,10.958512523746073,9.81,8.81,15.1,795.0,7.46,0.316
11,5.9,-2.5,8.4,0.99,264.8,272.8,0.5,15.0,0.1223,0.015,4.3,388.6,0.5577,746.0,0.4226,0.5,228.27,0.0127,5.82,10.0,1.0,13.405749955942413,10.01,11.1,14.5,795.0,6.31,0.481
3,3.9,-7.3,11.2,0.88,440.6,455.2,3.8,61.0,0.5053,0.2553,11.7,2671.9,0.7792,923.0,0.4048,0.5,293.29,0.0472,3.9,9.2,1.0,14.262441616541297,6.71,11.92,19.7,795.0,10.33,0.41
12,2.0,-11.9,13.9,1.55,297.5,294.0,0.2,52.0,0.4352,0.1894,5.1,1553.5,0.6224,798.0,0.2989,0.5,362.33,0.2051,3.2,10.1,2.0,14.544123577597611,5.51,11.41,18.0,795.0,8.6,0.342
12,2.4,-10.6,12.9,0.36,284.6,294.9,0.0,23.0,0.1923,0.037,2.7,656.8,0.784,927.0,0.3537,0.5,347.67,0.5495,4.0,10.5,2.0,17.39551770712342,6.88,13.67,20.0,795.0,6.39,0.443
11,4.2,-6.6,10.8,1.49,305.0,297.2,3.6,45.0,0.3779,0.1428,9.5,1382.8,0.6306,804.0,0.3868,0.5,281.95,0.1548,5.7,13.5,1.0,12.97660224578568,9.81,10.84,15.8,795.0,9.24,0.501
3,4.0,-6.8,10.9,1.09,421.9,419.3,0.3,44.0,0.3652,0.1333,8.9,1848.6,0.6441,815.0,0.4484,0.5,287.31,0.0001,5.49,9.5,4.0,18.79203993868745,9.45,13.41,18.6,795.0,7.42,0.353
1,-1.9,-12.6,10.8,1.2,223.5,236.2,1.9,25.0,0.2086,0.0435,-2.3,559.6,1.0,1119.0,0.3463,0.5,522.15,0.0106,4.8,15.7,2.0,15.616442841574838,8.26,12.51,15.2,795.0,7.29,0.458
4,11.3,1.3,9.9,1.51,482.5,482.0,2.5,47.0,0.4945,0.2445,26.7,2282.2,0.9121,1030.0,0.4714,0.5,94.63,0.1713,5.4,13.0,4.0,16.707434664982042,9.29,12.06,17.7,795.0,9.45,0.395
11,6.9,-7.0,13.9,1.63,281.2,272.7,0.7,13.0,0.1071,0.0115,4.4,361.5,1.0,1184.0,0.3394,0.5,198.21,0.2819,4.0,15.2,2.0,18.344424277196836,6.88,14.56,17.5,795.0,5.67,0.467
4,11.8,0.7,11.2,1.11,510.4,511.6,1.3,36.0,0.409,0.1672,21.3,1838.2,0.3035,543.0,0.4018,0.5,84.41,0.0002,5.3,18.2,4.0,16.731182044010655,9.12,11.59,20.1,795.0,8.08,0.494
1,-1.1,-10.0,8.8,1.05,123.8,127.3,3.3,58.0,0.4809,0.2312,-3.3,714.2,0.7198,876.0,0.4768,0.5,490.5,0.0027,5.47,7.5,3.0,12.480795797748923,9.41,9.34,12.6,795.0,9.36,0.351
4,16.6,3.9,12.7,1.26,450.0,456.1,1.2,20.0,0.3836,0.1472,16.5,896.1,0.6148,792.0,0.3649,0.5,19.71,0.0242,4.28,13.5,3.0,16.23543682218903,7.36,12.07,20.0,1118.9,8.69,0.442
3,10.3,2.0,8.3,1.14,407.7,421.0,3.0,52.0,0.4632,0.2146,26.9,2119.1,0.3391,571.0,0.4439,0.5,113.48,0.0013,4.62,9.2,3.0,20.98820285103351,7.95,15.41,16.2,1249.6,9.27,0.39
12,-1.1,-12.9,11.8,1.82,374.7,377.1,1.3,59.0,0.4947,0.2447,-3.3,2224.3,0.674,839.0,0.4655,0.5,489.48,0.5113,4.6,9.0,2.0,14.23835777674247,7.91,11.22,16.8,795.0,9.9,0.514
2,1.6,-6.6,8.2,0.76,308.5,300.4,2.8,29.0,0.2428,0.0589,2.3,898.7,0.6812,845.0,0.427,0.5,377.86,0.1137,4.66,15.1,2.0,17.60707764462537,8.02,13.75,15.6,795.0,6.96,0.474
2,-1.8,-13.0,11.2,1.06,396.6,388.2,2.6,32.0,0.2697,0.0727,-2.9,1283.4,0.6139,791.0,0.3462,0.5,518.18,0.0015,4.61,7.2,2.0,10.765449453527992,7.93,8.57,18.6,795.0,7.6,0.422
11,7.8,-1.8,9.6,1.02,365.3,381.8,2.9,56.0,0.4649,0.2162,21.8,2038.3,0.5452,736.0,0.5142,0.5,174.25,0.0067,4.4,13.3,1.0,5.579404390687955,7.57,5.22,16.9,795.0,9.46,0.541
3,9.4,-3.8,13.3,0.82,412.6,404.4,1.1,56.0,0.4641,0.2154,26.2,2297.9,0.5439,735.0,0.54,0.5,134.11,0.0786,6.38,13.4,1.0,11.599390266789804,10.98,9.73,21.0,795.0,8.94,0.43
11,8.0,-1.8,9.8,0.88,441.0,460.2,1.0,34.0,0.2836,0.0804,13.6,1500.7,0.5983,779.0,0.3765,0.5,169.02,0.0491,3.2,11.4,4.0,8.537709370248304,5.51,5.68,18.6,795.0,7.67,0.435
1,2.8,-8.5,11.3,1.81,351.8,354.7,1.7,14.0,0.1183,0.014,2.0,499.2,0.6736,839.0,0.3938,0.5,331.2,0.5061,3.3,13.0,3.0,11.645534276712057,5.68,8.67,16.1,795.0,6.99,0.347
12,-2.4,-14.0,11.6,0.49,327.8,307.5,2.2,20.0,0.1665,0.0277,-2.4,655.1,0.5584,747.0,0.2321,0.5,545.65,0.3761,4.2,11.7,2.0,18.529497884212113,7.23,14.34,19.3,795.0,7.24,0.466
1,-0.9,-12.3,11.4,0.58,190.1,194.1,0.8,36.0,0.3035,0.0921,-1.6,692.4,0.7778,922.0,0.3704,0.5,477.77,0.2696,4.5,16.5,2.0,16.27756879748143,7.74,12.83,16.8,795.0,7.14,0.321
4,15.8,6.4,9.4,0.93,476.1,465.4,3.1,14.0,0.2457,0.0604,10.8,649.5,0.412,630.0,0.3992,0.5,26.98,0.0304,3.93,12.0,2.0,11.594702923204952,6.76,9.03,18.6,795.0,6.77,0.407
1,-5.1,-17.9,12.7,0.92,193.3,197.9,2.5,29.0,0.2433,0.0592,-7.5,564.2,0.8328,966.0,0.3708,0.5,683.63,0.0312,5.24,9.0,1.0,15.979810826298586,9.02,13.25,17.1,795.0,8.97,0.514
11,4.0,-8.5,12.5,1.1,344.6,341.7,0.4,63.0,0.5212,0.2716,12.4,2155.1,0.8658,993.0,0.5252,0.5,290.04,0.0,5.46,10.1,3.0,12.751162323637907,9.39,9.66,18.7,795.0,6.84,0.407
3,11.1,1.1,10.0,0.56,528.8,514.2,3.7,31.0,0.3185,0.1015,17.4,1657.4,0.6906,852.0,0.3544,0.5,98.04,0.2965,6.1,16.0,4.0,19.07638853026317,10.5,13.66,20.8,795.0,8.26,0.323
11,11.2,-0.2,11.3,1.08,357.9,360.9,3.2,22.0,0.2245,0.0504,12.2,782.5,0.3012,541.0,0.4105,0.5,96.79,0.0002,4.1,17.0,1.0,19.69981826470649,7.05,15.62,18.0,795.0,7.85,0.479
11,9.0,-2.5,11.5,0.93,396.5,386.7,3.6,59.0,0.4923,0.2424,26.5,2342.6,0.6681,834.0,0.5686,0.5,144.57,0.0286,4.66,12.0,1.0,15.120628424386975,8.02,12.47,19.1,795.0,9.83,0.466
2,4.5,-7.9,12.4,1.16,336.7,335.9,1.3,32.0,0.2701,0.073,7.2,1091.3,0.6126,790.0,0.4237,0.5,273.37,0.0037,5.48,8.0,3.0,16.017941238599406,9.43,11.9,18.3,795.0,8.14,0.399
3,6.9,-6.9,13.8,0.44,435.8,427.1,2.8,20.0,0.1692,0.0286,7.0,884.8,0.4439,655.0,0.3455,0.5,197.82,0.4319,4.5,7.0,1.0,9.557866967718702,7.74,8.12,22.8,795.0,7.07,0.402
4,18.0,4.5,13.5,1.98,524.0,518.2,1.6,33.0,0.7216,0.5206,30.0,1741.5,0.7732,919.0,0.6705,0.5,8.85,0.7721,6.5,10.0,3.0,6.59313083901322,11.18,4.96,20.0,2686.4,9.84,0.42
12,0.3,-9.8,10.1,1.21,306.2,314.8,2.1,25.0,0.2044,0.0418,0.4,750.9,0.6872,850.0,0.5131,0.5,426.7,0.0114,3.29,10.0,1.0,17.148079468319587,5.66,14.01,16.0,795.0,5.01,0.334
2,0.3,-13.1,13.4,1.44,387.4,399.2,1.4,43.0,0.3609,0.1302,0.6,1677.6,0.622,798.0,0.3666,0.5,429.12,0.1146,4.13,8.0,2.0,15.076468179496352,7.11,11.8,19.2,795.0,8.37,0.388
2,-0.1,-10.8,10.7,1.11,416.2,423.3,1.3,50.0,0.4143,0.1716,-0.3,2069.3,0.6907,853.0,0.4455,0.5,445.31,0.0002,5.55,9.5,2.0,14.848792971129532,9.55,11.69,18.3,795.0,8.47,0.418
3,4.9,-4.7,9.6,0.32,444.8,463.7,2.7,12.0,0.1024,0.0105,3.0,546.5,0.5548,744.0,0.1024,0.5,258.68,0.6092,4.2,17.0,2.0,17.938004305070443,7.23,13.9,19.9,795.0,6.27,0.263
3,11.5,3.0,8.4,1.7,419.0,442.6,2.8,37.0,0.3926,0.1542,20.9,1529.5,0.688,850.0,0.4895,0.5,91.12,0.3629,5.3,11.0,3.0,20.242495661251517,9.12,15.13,15.1,795.0,9.85,0.508
12,1.4,-9.2,10.6,0.59,229.8,221.0,2.9,40.0,0.3357,0.1127,2.8,925.7,0.3231,558.0,0.3537,0.5,384.72,0.2562,3.9,8.0,1.0,14.379636312976677,6.71,11.64,16.7,795.0,9.17,0.368
11,7.7,-3.9,11.6,0.66,294.5,299.2,3.2,31.0,0.2586,0.0669,11.9,913.9,0.5931,774.0,0.4998,0.5,177.25,0.1953,5.4,11.5,2.0,17.395981093702243,9.29,13.52,18.3,795.0,8.35,0.486
11,5.2,-6.9,12.1,0.77,297.1,310.2,0.3,19.0,0.1593,0.0254,5.0,568.1,0.6956,856.0,0.3371,0.5,249.76,0.1118,5.4,11.0,4.0,12.785593037045434,9.29,8.95,18.5,795.0,6.74,0.343
2,-0.6,-13.3,12.7,1.27,324.3,303.4,3.4,50.0,0.4132,0.1708,-1.4,1608.1,0.6427,814.0,0.463,0.5,465.55,0.0302,4.21,11.5,2.0,16.542725496326845,7.24,12.92,18.1,795.0,11.05,0.513
1,-2.6,-12.6,10.0,1.43,156.7,161.8,2.6,51.0,0.4253,0.1809,-6.7,799.9,0.7139,871.0,0.4853,0.5,558.56,0.1092,3.9,13.8,3.0,16.80096364511123,6.71,12.57,13.1,795.0,8.87,0.52
11,5.1,-6.5,11.6,1.25,245.7,265.2,3.8,40.0,0.3311,0.1097,10.1,976.2,0.8227,958.0,0.3937,0.5,253.03,0.0234,5.6,9.5,1.0,12.190317084696618,9.64,10.4,16.1,795.0,10.05,0.483
4,15.6,4.4,11.2,1.17,465.7,457.2,0.0,42.0,0.7412,0.5494,32.7,1950.6,0.8297,964.0,0.6036,0.5,28.98,0.0047,4.58,7.5,3.0,18.383717034765876,7.88,13.85,19.3,4255.6,9.22,0.403
3,8.8,-4.9,13.7,1.33,428.7,435.5,1.9,12.0,0.0983,0.0097,5.2,505.6,0.7062,865.0,0.4691,0.5,148.96,0.0513,5.24,13.0,3.0,6.947975952666942,9.02,5.18,20.4,795.0,6.4,0.4
3,1.7,-8.1,9.7,0.86,432.8,406.4,3.4,15.0,0.1224,0.015,1.2,636.0,0.5744,760.0,0.2898,0.5,372.77,0.0557,4.6,10.0,3.0,14.669407221044208,7.91,10.86,18.4,795.0,6.21,0.413
4,16.3,3.9,12.5,0.88,559.6,561.3,4.0,28.0,0.5329,0.284,23.0,1579.9,0.7122,870.0,0.3891,0.5,21.86,0.0464,5.59,10.0,2.0,15.773017023321803,9.62,12.4,22.4,2565.4,10.14,0.501
12,6.1,-5.6,11.6,1.03,402.6,397.2,3.5,36.0,0.299,0.0894,10.9,1444.6,0.8498,980.0,0.4017,0.5,222.99,0.005,4.4,10.5,1.0,16.6874299844583,7.57,13.8,19.1,795.0,8.71,0.445
2,3.5,-9.2,12.7,0.63,412.0,397.8,3.3,61.0,0.5066,0.2566,10.5,2504.4,0.5874,770.0,0.5012,0.5,307.69,0.2222,4.15,12.4,3.0,21.41018928181235,7.14,15.93,21.1,795.0,10.05,0.434
1,2.9,-6.6,9.5,1.29,362.4,360.0,2.3,56.0,0.4668,0.2179,8.1,2030.1,0.3981,619.0,0.6193,0.5,327.91,0.035,5.2,12.0,1.0,9.480142104252238,8.95,8.03,16.1,795.0,9.07,0.444
3,7.5,-4.8,12.3,1.63,430.3,436.7,0.5,23.0,0.1935,0.0374,8.7,999.2,0.5923,774.0,0.2813,0.5,183.1,0.2861,4.3,11.0,2.0,12.00994526491693,7.4,9.48,18.5,795.0,8.04,0.449
12,2.0,-10.2,12.2,1.18,358.5,371.9,0.3,17.0,0.1398,0.0195,1.7,601.3,0.8675,994.0,0.3412,0.5,361.06,0.0059,5.83,11.5,1.0,12.87997375875782,10.03,10.95,18.5,795.0,5.0,0.429
11,8.5,-5.4,13.9,1.77,325.7,336.3,2.5,22.0,0.1811,0.0328,9.3,708.1,0.5943,775.0,0.235,0.5,155.84,0.4521,3.74,11.0,1.0,10.918753530138947,6.44,9.26,17.9,795.0,8.03,0.347
12,0.3,-11.4,11.7,0.58,246.9,237.7,2.1,50.0,0.4136,0.1711,0.8,1225.4,0.8543,983.0,0.5092,0.5,428.27,0.2746,5.81,7.3,4.0,16.839760809588586,10.0,12.11,17.9,795.0,8.12,0.5
3,7.6,-1.7,9.3,1.34,388.9,390.2,2.5,13.0,0.1088,0.0118,5.0,507.8,0.6805,844.0,0.3485,0.5,179.93,0.0589,5.4,15.8,1.0,14.753230420803476,9.29,12.21,16.2,795.0,6.68,0.348
1,-4.0,-14.2,10.2,0.93,241.3,236.2,0.4,65.0,0.5384,0.2899,-12.9,1559.2,0.6246,800.0,0.5936,0.5,624.87,0.03,4.14,9.6,3.0,18.258323706570362,7.12,13.59,15.7,795.0,8.71,0.479
11,6.4,-5.7,12.1,1.46,172.2,173.0,1.9,35.0,0.2952,0.0872,11.4,610.1,0.5548,744.0,0.278,0.5,212.56,0.1299,4.4,12.1,3.0,14.551959726013653,7.57,10.76,14.9,795.0,6.36,0.515
3,9.7,-1.5,11.2,1.47,440.3,468.6,1.0,30.0,0.248,0.0615,14.5,1310.0,0.3777,602.0,0.4826,0.5,127.37,0.1373,5.03,16.4,1.0,13.711005805194574,8.65,11.19,18.2,795.0,6.41,0.354
1,-2.2,-11.5,9.3,0.79,383.3,396.9,2.9,28.0,0.2312,0.0534,-3.0,1063.2,0.4967,697.0,0.3724,0.5,536.58,0.098,4.42,13.4,2.0,7.5683718839245815,7.61,6.07,17.5,795.0,7.56,0.387
4,13.7,3.2,10.5,0.82,602.0,596.8,3.1,52.0,0.755,0.5701,35.6,3126.8,0.9395,1052.0,0.5476,0.5,52.98,0.0779,2.9,15.0,3.0,5.551652304461303,4.99,4.32,21.7,2521.5,10.46,0.428
3,6.6,-1.9,8.5,0.97,454.1,461.5,2.8,56.0,0.4633,0.2147,18.3,2524.9,0.7336,887.0,0.4694,0.5,207.75,0.0169,5.7,16.0,4.0,12.79052366792917,9.81,8.98,17.5,795.0,9.07,0.389
2,0.7,-9.7,10.4,0.97,424.8,424.2,3.3,50.0,0.4158,0.1729,1.7,2119.4,0.898,1018.0,0.4848,0.5,413.29,0.0165,5.6,12.0,2.0,14.02951551887101,9.64,11.24,18.5,795.0,9.85,0.529
3,8.4,-2.6,11.0,2.2,366.0,378.9,0.9,47.0,0.3882,0.1507,19.7,1705.2,0.4939,695.0,0.432,0.5,157.7,1.2177,5.5,11.8,2.0,15.523025832573268,9.46,12.04,15.1,795.0,6.27,0.392
3,6.3,-1.7,8.1,1.51,304.0,324.7,0.0,16.0,0.1323,0.0175,5.0,482.5,0.9103,1028.0,0.3097,0.5,214.96,0.167,6.8,7.4,4.0,15.617560509436126,11.7,11.24,13.5,795.0,7.18,0.398
3,7.3,-3.3,10.6,1.32,377.1,376.6,1.8,28.0,0.2309,0.0533,10.2,1044.7,0.6092,787.0,0.3347,0.5,186.34,0.0466,3.7,14.0,1.0,13.277932290330035,6.37,11.05,17.2,795.0,6.59,0.432
11,7.3,-2.5,9.8,1.05,324.0,336.3,3.9,34.0,0.2803,0.0786,12.2,1089.8,0.6626,830.0,0.3209,0.5,188.14,0.0023,5.9,11.5,2.0,11.786498665310663,10.15,9.37,16.4,795.0,7.73,0.354
12,4.0,-6.9,10.9,0.48,244.0,247.9,0.7,36.0,0.3036,0.0922,7.3,889.0,0.5219,717.0,0.3531,0.5,289.13,0.3904,5.7,9.2,4.0,12.52003032117569,9.81,8.61,17.5,795.0,7.9,0.42
11,1.5,-9.1,10.7,1.23,382.0,391.6,2.0,37.0,0.3109,0.0966,2.9,1425.0,0.7982,939.0,0.3401,0.5,378.96,0.0164,3.7,9.0,3.0,13.01205840176626,6.37,9.8,17.5,795.0,7.73,0.423
12,1.2,-12.8,14.0,1.71,312.6,306.2,1.6,20.0,0.1669,0.0279,1.2,626.0,0.7776,922.0,0.3014,0.5,393.97,0.3681,4.49,7.6,4.0,16.09190271376841,7.73,11.49,17.9,795.0,7.14,0.452
